,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
248,"Great products, not a place for young professionals",3.0,"great values and benefits, pay equity","poor leadership, don't value young professionals",Be the first to find this review helpful,2020-12-23, Product Marketing Manager ,San Jose, CA,Former Employee,
249,Great company culture!,4.0,"- collaborative environment
- work/life balance
- incredible benefits","- difficult to move around
- unclear career progression",Be the first to find this review helpful,2020-12-21, Solutions Consultant ,New York, NY,Current Employee,
250,Great place to work,5.0,"Great pay, flexible hours, random programs like rebates on gyms and education.",Very corporate in some aspects.,Be the first to find this review helpful,2020-12-20, Software Architect ,New York, NY,Current Employee,
251,Great Company,5.0,Good culture and takes care of employees,Can be difficult to get promoted,Be the first to find this review helpful,2020-12-18, Marketing Manager ,Lehi, UT,Current Employee, more than 3 years
252,An Incredible Experience,5.0,"Especially in the midst of a global pandemic and BLM, Adobe has really shown how much it cares about it's employees. Everyone is extremely talented, hardworking and kind. Wonderful benefits, opportunities for community engagement through internal and external engagements, and so many opportunities to learn within teams and through different pro-bono projects. Adobe truly invests in its community, and I'm extremely thankful to work here.",There could be more formalized/ cohesive guidance for career development and exploring different parts of the organization.,4 people found this review helpful,2020-12-17, Senior Business Development Representative ,New York, NY,Current Employee, more than 1 year
253,"Inclusive, generous and walks the talk.",5.0,"Great benefits, inclusive culture, flexible environment. Nice people.",Lacks progressive attitudes to drive change. Things move slowly.,Be the first to find this review helpful,2020-12-15, Principal Engineer ,San Jose, CA,Current Employee, more than 5 years
254,Great place to work,5.0,Great benefits and work environment,There are none that I can think of,Be the first to find this review helpful,2020-12-13, SRE Manager ,San Francisco, CA,Current Employee,
255,"Great benefits, little care about employees.",4.0,"benefits, travel, pay, cafe and your peers.","It doesn't matter how well you do your job, how hard you work or how valuable you are to your team, they'll still lay you off.",4 people found this review helpful,2020-12-09, Applications Engineer ,San Francisco, CA,Former Employee, more than 5 years
256,Success & Fulfillment depends on the team,3.0,"Brand, Innovation, Learning Opportunities, Great Location","At times, it gets too unethical to navigate through the politics",Be the first to find this review helpful,2020-12-09, Technical Product Owner ,San Jose, CA,Former Employee, more than 3 years
257,Great company to work for,5.0,"culture, team setting, office setting, marketing resources, management","no direction from product, lack of outside view, WWFO approach, transparency, too much red tape",2 people found this review helpful,2020-12-06, Director of Sales ,Chicago, IL,Former Employee, more than 3 years
258,Decent company,4.0,"Good stock appreciation
No micromanagement
Good WFH benefits","Unstable job and lots of reorg
Snacks are missing",1 person found this review helpful,2020-12-04, Software Engineer ,San Jose, CA,Current Employee,
259,Good Company,4.0,"- Great Benefits
- Great Comp
- Very good culture",- Sometime too consensus driven,Be the first to find this review helpful,2020-12-04, Anonymous Employee ,San Jose, CA,Former Employee, more than 10 years
260,Old school company with good benefit,3.0,"Good benefit, WLB, most people are decent","Lots of politics, no incentive for talented people",2 people found this review helpful,2020-12-03, Anonymous Employee ,San Jose, CA,Current Employee, more than 1 year
261,good,5.0,its a good company I think,its not a bad company I think,Be the first to find this review helpful,2020-11-30, Principal Software Engineer ,San Jose, CA,Current Employee,
262,Amazing Experience!,5.0,Learned how to promote Creative Cloud to the college community by holding workshops on Adobe products- fun experience and totally worth it,I wish I had more time with them to learn marketing strategies and also hoped to have more direct contact with Adobe representatives.,Be the first to find this review helpful,2020-11-25, Marketing Associate ,Santa Barbara, CA,Former Employee,
263,Great,5.0,Great place to work at,"none, there are no cons",Be the first to find this review helpful,2020-11-25, Senior Account Manager ,New York, NY,Current Employee,
264,Great company,5.0,Great corporate culture and environment,need more office locations in the state,Be the first to find this review helpful,2020-11-23, Senior Program Manager ,San Jose, CA,Current Employee,
265,Abusive sales comp situation - keep looking,3.0,"Adobe as a company is 5 stars. It is creative and they have great people working there, ESPP is great, and the benefits are amazing","If you are looking for a job in tech sales, stay away from Adobe for a few years until they get big-boy sales ops in place, and until they start treating QBSRs as more than whipping posts for a cost of sales metric. For this review, please know I left under good circumstances. I was not hit as hard with what follows as some, but I got out while the gettin' was good. Adobe sales comp is totally [insert your worst curse word here] messed up. They have a negative dollar to dollar hit to quota for any customer who cancels. This means you inherit a customer who is cancelling a $500K - $1M license and you are immediately that much in the hole. For a relationship you didn't start, and had no influence on. They have tried to ""fix"" it, but their fix was retroactive and I have friends who ended up owing Adobe $20K - $30K in COMPENSATION after the ""fix"". Some people I know haven't seen a commission this year and now owe Adobe more money than their entire variable compensation. It's a horror story.",14 people found this review helpful,2020-11-20, Sales Account Executive ,Lehi, UT,Former Employee, more than 10 years
