,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
714,Employment Branding,4.0,"It is great and refreshing to work with smart, creative and innovative minds. Great benefits and it promote a culture of life balance.",Would like to see more diverse groups in every division and internal career & skills development programs.,1 person found this review helpful,2018-10-22, Anonymous Employee ,Cambridge, MA,Current Employee, more than 3 years
715,Good company with bad immigration policies,3.0,Great flexibility in team switching. Career advancement within the company. Goal oriented approach. Talented and great people around. Very good benefits and PTO policies.,Immigration policies are prude and inconsistent with the rest of the industry. Makes employees wait a full 6 years of H1b to start their green card process. Delays the application process to the point that employees prefer to leave the company.,Be the first to find this review helpful,2018-10-21, Software Development Test Engineer ,,,Current Employee, more than 3 years
716,Okayish,3.0,"Good work-life balance
Flexible work timings","Growth is very steady.
Negligible on-site opportunities.
Employee salary deduction in case company is not performing well.",Be the first to find this review helpful,2018-10-21, Anonymous Employee ,,,Current Employee,
717,Great company!,5.0,"Great technology, smart people,  good work/life balance, good training, supportive managers, a lot of upward/lateral mobility","There are a lot of people who go above and beyond, so if you want a job where you can coast, this probably isn't the company for you!",1 person found this review helpful,2018-10-20, Service Line Manager ,Cambridge, MA,Current Employee, more than 5 years
718,Akamai is like the Borg,2.0,"Respectable pay, bonuses are good, lunch once a week is provided.","Since Prolexic got bought out by Akamai, they did exactly what I expected... laid people off. They have a liberal vacation policy, and because of that, my manager took more than 170 days off in the last year I was there. He was useless, unhelpful, and derelict so bad... that I got laid off. This was my second experience with this company. They did the same thing to InterVu back in 1999.",21 people found this review helpful,2018-10-18, Systems Engineer II ,Fort Lauderdale, FL,Former Employee, more than 3 years
719,TPM,5.0,"- Great flexibility with team
- Work with cutting edge technologies
- Very easy to talk to senior management about new ideas
- Great benefits (WFH, ESPP, Insurance)","- No clear path for career progression
- Can get repetitive",Be the first to find this review helpful,2018-10-17, Anonymous Employee ,,,Current Employee,
720,Great company and people,4.0,People are friendly and willing to help. The pay is competitive and benefits,"Moving up in the career, politics",2 people found this review helpful,2018-10-17, Business Analyst ,Cambridge, MA,Current Employee, more than 3 years
721,Typical Corporate and lot actually depends on your manager,1.0,Good benefits as in 401k match and insurance. Overall the company and the culture is great however A lot depends on the manager you have ..if you are on good terms it will be good for you otherwise be ready to face the wrath.,"My manager for instance prohibited work from home as an option and expected everyone to work more than 8 hours a day with being 8 hours to be present in office.
For eg you were looked down upon if you take your job as a 9-5 job and your job is considered below satisfaction if you work your 40 hours.

I had an on call aspect for which we were not compensated but were expected to wake up in nights and work on weekends to fix the issues.  
Everyone in my team is overworked but Akamai doesn't have more budget to hire.


If you are a new hire especially out of college Akamai doesn't  have a proper training  program and you are expected to pick up as you go instead of a proper training first(Although I am sure most companies don't)",15 people found this review helpful,2018-10-15, Site Reliability Engineer ,Santa Clara, CA,Current Employee, more than 1 year
722,ATSE,4.0,"Good work environment, Cool company",I have nothing to say,Be the first to find this review helpful,2018-10-11, Anonymous Employee ,,,Current Employee,
723,Good Company,5.0,"Awesome place to work, Good work life balance and some of the best benefits as compared to the benefits.",New technologies needs to be added on technical front. Which I believe is happening  under current CTO's leadership,Be the first to find this review helpful,2018-10-09, Anonymous Employee ,Bangalore,,Current Employee, more than 1 year
724,Senior Software Developer,4.0,"Good work culture
Good salary
Free food and snacks","Less opportunity for knowledge enhancement
Similar grade companies provide better salaries.",Be the first to find this review helpful,2018-10-06, Anonymous Employee ,,,Current Employee,
725,Never allowed to do what I was hired for,1.0,I guess the technology was interesting (if vastly outdated). Many of the people were fantastic (and deserve better).,"I was hired under false pretenses. I was hired to do something, and never got to do it, due to misguided middle management and peers, and spineless upper management.
The tools they have in place, and much of the technology, is severely out-of-date, and there are too many people that ""like it that way"".
Innovation is stifled in the name of the status quo.",13 people found this review helpful,2018-10-06, Senior Software Development Engineer In Test ,Santa Clara, CA,Former Employee, less than 1 year
