,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
258,Attendance Analyst,4.0,Amazing boss. Good work life balance.,Little impact on daily decisions,Be the first to find this review helpful,2018-07-03, Anonymous Employee ,,,Current Employee,
259,Customer Care Advocate,4.0,"Management is supportive
Can pick your hours with good performance
Opportunity for growth","Attendance Policy is strict
Any emergency will still affect your metrics
Clicky-management
Performance rated by customers",Be the first to find this review helpful,2018-06-27, Customer Care Advocate ,Westminster, CO,Current Employee, less than 1 year
260,Mostly a great place,4.0,"Culture is great
Work life balance was good","Management can be inconsistent 
Below average industry pay",Be the first to find this review helpful,2018-06-22, Field Sales Manager ,Columbus, OH,Former Employee,
261,Don't really care about employees....,1.0,Security might be ok but I don't believe they actually know which of their employees are really nuts.,"Their algorithm for grading employee's call effectiveness needs improvement. They need to throw out the outliers.......in other words do like the ice skate judges do in the Olympics. Throw out the high and the low evals.

Also this place is like high school......those ""rah rah""  balloons etc. are annoying to most adults.",5 people found this review helpful,2018-06-12, Anonymous Employee ,,,Former Employee,
262,Associate Analyst,3.0,"Benefits, Pay, PTO and ability to work from home.","Remote management in my case,  unclear quotas and coaching opportunities.",2 people found this review helpful,2018-06-10, Associate Analyst ,Columbus, OH,Former Employee, more than 5 years
263,Customer Care Advocate,5.0,"Great benefits, great environment, good pay.","You may come in on the 12:30-9pm shift, but you do receive a $1 shift difference after 5pm! Otherwise no cons",Be the first to find this review helpful,2018-06-10, Customer Service Representative ,Westerville, OH,Current Employee, more than 5 years
264,Good company with good benefits,4.0,"Flexibility, Benefit package, Type of work",They are few and far between,Be the first to find this review helpful,2018-06-08, Anonymous Employee ,Plano, TX,Former Employee, less than 1 year
265,Resolution Specialist,1.0,Pay was okay nothing exceptional. For the amount of work I/you do as a resolution Specialist the pay should have been significantly higher.,"Supervisors are lazy. You do their job. Management is inconsistent. 
The job overall sucks. 
High turn over rate.
Go elsewhere for employment",5 people found this review helpful,2018-06-07, Anonymous Employee ,Westerville, OH,Former Employee, more than 8 years
266,Not Good,2.0,"Work life balance at times is good.
Most people are friendly.",No loyalty to their associates. Company has reverted to getting rid of their associates that have been their for a long time.,4 people found this review helpful,2018-05-30, Anonymous Employee ,,,Former Employee,
267,Customer retention,5.0,Good pay good benefits good boss,Bad supervisor .hours are ok lunch breaks are way too short,Be the first to find this review helpful,2018-05-29, Customer Service Representative ,Westminster, CO,Former Employee, more than 3 years
268,No work life balance,4.0,If you get get a bonus it’s nice. Make own hours.,Things are always changing and you will never get the same correct answer twice. A lot of uncertainty. Work life balance is extremely hard,1 person found this review helpful,2018-05-29, Anonymous Employee ,,,Former Employee,
269,Will not say,3.0,"All benefits except medical, AWESOME cafeteria","Pay, hours, high schoolish environment",3 people found this review helpful,2018-05-29, Anonymous Employee ,Westerville, OH,Former Employee, more than 1 year
270,Great people and culture,4.0,"Great people, culture, and work life balance",I don’t have any real cons,Be the first to find this review helpful,2018-05-24, Anonymous Employee ,,,Current Employee,
271,Sr Coordinator,1.0,Salary was midrange; culture of associates was motivating; friendships made along the way,"Political bs
Lack of flexibility
Lack of employee engagement, focus
Cliques were hard to navigate
Company has grown exponentially and with it has come the corporate greed attitude where employees are now a number",8 people found this review helpful,2018-05-23, Anonymous Employee ,Columbus, OH,Former Employee, more than 10 years
