,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1064,Sales Director,3.0,"Great people to work with, good salary, underdog mentality. Stretched in a lot of roles, but that means you have the opportunity to wear a lot of hats and try many new things.","Regular restructuring due to industry pressure. Weak brand, little marketing funding and visibility vs competitor",Be the first to find this review helpful,2015-11-22, Director ,Singapore,,Former Employee, more than 8 years
1065,atmosphere,4.0,"Great people, can be fun place to work",lots of layoffs causes stressful environment,Be the first to find this review helpful,2015-11-21, Anonymous Employee ,,,Former Employee, more than 5 years
1066,Good work in AMD,1.0,Good boss and salary. Good ping-pong table. Good coworker,AMD has lay off every day. Business is NOT good,Be the first to find this review helpful,2015-11-20, Anonymous Employee ,Boston, MA,Current Employee, more than 5 years
1067,Great place for learning,4.0,Open collaborative culture; people at highest levels held accountable; interesting problems. Cross functional and cross disciplinary projects interesting; small company vibe at a large company.,"Competing against monopoly; teetering close to the edge of bankruptcy for too long. Due to hard times, laid off too many people after their projects were completed successfully.",Be the first to find this review helpful,2015-11-19, Anonymous Employee ,,,Former Employee,
1068,AMD,3.0,A lot of good positions with high quality work are available to those who would trade a bit of pay for skill set development or hard to find roles.,"With constant attrition, morale is down among employees. There is no positive vibe to be had anywhere. Light at the end of the tunnel always seems to be 6 quarters away.",1 person found this review helpful,2015-11-19, Anonymous Employee ,Austin, TX,Current Employee, more than 10 years
1069,Analyst,3.0,Great work life balance and great people,Company is not performing well that keeping losing market,Be the first to find this review helpful,2015-11-18, Senior Analyst ,Austin, TX,Former Employee, more than 5 years
1070,IT Manager,1.0,"My opinion is that this is no longer a sustainable business and therefore there are no pros to present.  Bankruptcy is not a matter of if, but when.","Senior leadership at AMD is severely lacking.  Decisions are not made in a fashion intended to build a sustainable business, but rather to appease the Wallstreet analysts.  Little if any input is sought from those employees who know 'root cause' of problems, and when employees bring issues to management they are ignored.",1 person found this review helpful,2015-11-18, Texas ,Austin, TX,Former Employee,
1071,Sr. Design Engineer,3.0,People you work with are great. Very knowledgeable. Work/life balance is good.,No clear path to revive this struggling company. Plans always shifted from high-level management. Company as a whole are not doing well.,Be the first to find this review helpful,2015-11-18, Senior Design Engineer ,Boxborough, MA,Former Employee, more than 1 year
1072,Verification Engineer,4.0,"Nice people to work with
flexible schedule
good life and work balance",less improvement opportunity because AMD doesn't do a very good job in the market,Be the first to find this review helpful,2015-11-17,  ,Toronto, ON,Former Employee,
1073,Stay Away,2.0,"Good Salary, relaxed work environment",Worst  Senior Executives drive AMD down the drain,1 person found this review helpful,2015-11-17, Anonymous Employee ,Austin, TX,Current Employee, more than 8 years
1074,Great company,5.0,Great place to learn from some of the best in the industry!,The current slump the company is in does not truly reflect the talent and strong engineering environment that the company possesses.,Be the first to find this review helpful,2015-11-16, Anonymous Employee ,,,Current Employee,
1075,Intern review,3.0,"Nice people, working environment and very good benefit",management in 2012 was lacking,Be the first to find this review helpful,2015-11-15, Hardware Engineer ,Sunnyvale, CA,Former Employee, less than 1 year
1076,Workplace a little skittish,3.0,"Management is very accommodative, probably has other worries on their mind.",Pink slips have everyone on edge. Little clarity on who goes or doesn't.,1 person found this review helpful,2015-11-10,  ,,,Former Employee,
1077,Management incompetent,3.0,Talented engineers to work with. Good work life balance.,Management has failed to execute in past few years! AMD looks like a sinking boat. Talented people are leaving the sinking boat.,1 person found this review helpful,2015-11-09, Senior IT Architect ,Austin, TX,Current Employee, more than 8 years
1078,Great place for New Grads!!,5.0,Good work life balance and Great place to work if you want to be a computer architect !!,Hasn't created any profits for past few years!!,Be the first to find this review helpful,2015-11-09, Design Engineer II ,,,Current Employee,
1079,Great work-life balance,4.0,Work-life balance.  Walk my dog every day at lunch.  Can afford to live near the office.  Working on products anyone can buy is pretty cool.,Schedules are always set unrealistically aggressive and lessons are seldom learned.  Hate describing the company on the street to people as Intel's competitor.,Be the first to find this review helpful,2015-11-09, Product Development Engineer I ,Austin, TX,Current Employee, more than 1 year
1080,Design Implementation,1.0,Good learning on all the latest technology,"never made $$. CPU lost to intel, GPU lost to Nvidia.",Be the first to find this review helpful,2015-11-07, Anonymous Employee ,,,Former Employee,
1081,"good people, but too many management changes",4.0,"People from different divisions are willing to help you, which is rare in a big company like AMD.","When the company is performing poorly, it will always shake up the upper management team. I understand it, but it is also very disruptive. People come and go and priorities get shifted constantly. It is difficult to stay focused and motivated.",Be the first to find this review helpful,2015-11-06,  ,,,Former Employee,
1082,Decent but contract wotk,4.0,"The job was very nice, the location was perfect but since it was contract work it did not continue.  Given relative autonomy to get simple projects done.",The cons were just honestly just that the work did not continue.  I would have been happy to stay and to continue to work either independently or as a [part of a team.,Be the first to find this review helpful,2015-11-05, Anonymous Employee ,Boston, MA,Former Employee, less than 1 year
